qid,lang,title,url,summary,license,source
Q7331115,en,Sankey tank,https://en.wikipedia.org/wiki/Sankey_tank,"Sankey tank is an artificial lake or tank situated in the western part of Bangalore in the middle of the neighbourhoods of Malleshwaram, Vyalikaval and Sadashivanagar. The lake covers an area of about 15 ha. At its widest, the tank has a width of 800 m (2,624.7 ft).",CC BY-SA 4.0,wikipedia-en
Q7423007,en,Sarakki lake,https://en.wikipedia.org/wiki/Sarakki_lake,"Sarakki lake is a lake in the southern part of Bengaluru, India, in the suburb of the J. P. Nagar. It is one of the largest lakes in Bangalore and located on Puttenahalli main road. Sarakki is a portmanteau of the native Kannada language words, Saavira Hakki, which translates to ""a thousand birds"".",CC BY-SA 4.0,wikipedia-en
Q7784715,en,Thippagondanahalli Reservoir,https://en.wikipedia.org/wiki/Thippagondanahalli_Reservoir,"Thippagondanahalli Reservoir, also known as T G Halli Dam or Chamarajasagara, is located at the confluence of the Arkavathy and Kumudavathi rivers, 35 kilometres (22 mi) west of Bangalore, India. It is used by the Bangalore Water Supply and Sewerage Board as a major source of drinking water for western Bangalore. The lake is a man-made reservoir, created by the building of a dam which was inaugurated in 1933. M. Visvesvaraya supervised the construction work.",CC BY-SA 4.0,wikipedia-en
Q7924608,en,Vibhutipura Lake,https://en.wikipedia.org/wiki/Vibhutipura_Lake,"Vibuthipura Lake is a lake in the suburb of Hindustan Aeronautics Limited, in the southeast of the city of Bengaluru. The lake is the part of Bellandur-Varthur Lake series.",CC BY-SA 4.0,wikipedia-en
Q7924608,kn,ವಿಭೂತಿಪುರ ಕೆರೆ,https://kn.wikipedia.org/wiki/%E0%B2%B5%E0%B2%BF%E0%B2%AD%E0%B3%82%E0%B2%A4%E0%B2%BF%E0%B2%AA%E0%B3%81%E0%B2%B0_%E0%B2%95%E0%B3%86%E0%B2%B0%E0%B3%86,ವಿಭೂತಿಪುರ ಕೆರೆ ಬೆಂಗಳೂರು ನಗರದ ಆಗ್ನೇಯ ಭಾಗದಲ್ಲಿರುವ ಹಿಂದೂಸ್ತಾನ್ ಏರೋನಾಟಿಕ್ಸ್ ಲಿಮಿಟೆಡ್‌ನ ಉಪನಗರದಲ್ಲಿರುವ ಒಂದು ಕೆರೆಯಾಗಿದೆ. ಈ ಕೆರೆಯು ಬೆಳ್ಳಂದೂರು-ವರ್ತೂರು ಕೆರೆಗಳ ಸರಣಿಯ ಭಾಗವಾಗಿದೆ.,CC BY-SA 4.0,wikipedia-kn
Q17084588,en,Puttenahalli Lake (JP Nagar),https://en.wikipedia.org/wiki/Puttenahalli_Lake_(JP_Nagar),"Puttenahalli lake is a small, restored freshwater lake located in JP Nagar 7th Phase, South Bangalore. The area of the lake is about 13 acres. The primary water sources are rain and surface water diverted to the lake through channels. The lake is currently maintained by Puttenahalli Neighbourhood Lake Improvement Trust (PNLIT) . The lake was on the brink of extinction, but due to the efforts of PNLIT, is now a haven for bird-watchers and on its way to being completely restored.",CC BY-SA 4.0,wikipedia-en
Q28154185,en,Arekere Lake,https://en.wikipedia.org/wiki/Arekere_Lake,"Arekere Lake is situated in the Arekere - Hulimavu area of the city of Bangalore. Originally spread over an area of approximately 37 acres (0.15 km2), the lake is bounded on the west by Bannerghatta Road, on the north by BDA Eighty Feet Road, on the east by Shantinikethan Layout and on the south by Hulimavu Main Road. According to the BBMP website, the perimeter of the lake is about 3 kilometres (1.9 mi). It was possibly a manmade water reservoir created approximately 100 years ago.",CC BY-SA 4.0,wikipedia-en
Q28824239,en,Agara Lake,https://en.wikipedia.org/wiki/Agara_Lake,"Agara lake is an 80-acre lake located in Agara, Bangalore. It is part of the Varthur lake series. Madiwala Lake is upstream while Bellandur Lake is downstream. Inter-lake connections have seen fragmentation and urbanisation.",CC BY-SA 4.0,wikipedia-en
Q30587793,en,Ulsoor Lake,https://en.wikipedia.org/wiki/Ulsoor_Lake,"Ulsoor Lake or Halasuru Lake, one of the biggest lakes in Bangalore, is located on the eastern side of the city. It derives its name from the name of the locality it is situated, namely, Halasuru, close to M G Road. It is spread over 50 ha and has several islands. Even though the lake is dated to Kempe Gowdas's time, the present lake was created by Lewin Bentham Bowring, the then Commissioner of Bangalore. A part of the lake is controlled by the Madras Engineer Group, and the rest by the Bruhat Bengaluru Mahanagara Palike (BBMP)",CC BY-SA 4.0,wikipedia-en
Q30587793,kn,ಹಲಸೂರು ಸರೋವರ,https://kn.wikipedia.org/wiki/%E0%B2%B9%E0%B2%B2%E0%B2%B8%E0%B3%82%E0%B2%B0%E0%B3%81_%E0%B2%B8%E0%B2%B0%E0%B3%8B%E0%B2%B5%E0%B2%B0,"ಹಲಸೂರು ಸರೋವರವು ಬೆಂಗಳೂರಿನ ದೊಡ್ಡ ಸರೋವರಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ನಗರದ ಪೂರ್ವ ಭಾಗದಲ್ಲಿದೆ. ಎಂ.ಜಿ ರಸ್ತೆಗೆ ಹತ್ತಿರವಿರುವ ಹಲಸೂರು ಎಂಬ ಹೆಸರಿನಿಂದಾಗಿ ಈ ಕೆರೆಗೆ ಹಲಸೂರು ಸರೋವರ ಎಂದು ಕರೆಯುತ್ತಾರೆ. ಈ ಸರೋವರವು ದ್ವೀಪಗಳನ್ನು ಹೊಂದಿದೆ. ಈ ಕೆರೆಯು ಕೆಂಪೇಗೌಡರ ಕಾಲದ್ದಾಗಿದ್ದರೂ, ಈಗಿನ ಕೆರೆಯನ್ನು ಅಂದಿನ ಬೆಂಗಳೂರಿನ ಕಮಿಷನರ್ ಆಗಿದ್ದ ಲೆವಿನ್ ಬೆಂಥಮ್ ಬೌರಿಂಗ್ ರಚಿಸಿದ್ದಾರೆ. ಸರೋವರದ ಒಂದು ಭಾಗವು ಮದ್ರಾಸ್ ಇಂಜಿನಿಯರ್ ಗ್ರೂಪಿನಿಂದ ನಿಯಂತ್ರಿಸಲ್ಪಡುತ್ತದೆ ಮತ್ತು ಉಳಿದವು ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆಯಿಂದ ನಿಯಂತ್ರಿಸಲ್ಪಡುತ್ತದೆ.",CC BY-SA 4.0,wikipedia-kn
Q30621418,en,Madiwala Lake,https://en.wikipedia.org/wiki/Madiwala_Lake,"Madiwala lake is one of the biggest lakes in Bangalore, India spread over an area of 114.3 hectare. The water in the lake was fit for drinking till the early 1990s. Since then it has become unfit for drinking due to industrial waste and sewage entering the waterbody. It has gradually become polluted.",CC BY-SA 4.0,wikipedia-en
Q77264259,en,Jakkur Lake,https://en.wikipedia.org/wiki/Jakkur_Lake,"Jakkur Lake is among the biggest lakes in Bangalore, and is located on the northern side of the city. It derives its name from the name of the locality, Jakkur. It is spread around 35 ha and has several islands.",CC BY-SA 4.0,wikipedia-en
Q104841470,en,Yelahanka Lake,https://en.wikipedia.org/wiki/Yelahanka_Lake,"Yelahanka Lake is a water body near Yelahanka, a suburb of Bangalore.",CC BY-SA 4.0,wikipedia-en
Q106416239,en,Lakes in Bengaluru,https://en.wikipedia.org/wiki/Lakes_in_Bengaluru,"Lakes and tanks in the metropolitan area of Greater Bangalore and the district of Bangalore Urban are reservoirs of varying sizes constructed over a number of centuries by various empires and dynasties for rainwater harvesting. Historically, these reservoirs were primarily either irrigation tanks or for the water supply, with secondary uses such as bathing and washing. The need for creating and sustaining these man-made dammed freshwater reservoirs was created by the absence of a major river nearby coupled with a growing settlement. As Bangalore grew from a small settlement into a city, both of the primary historical uses of the tanks changed. Agricultural land witnessed urbanization and alternate sources of water were provisioned, such as through borewells, piped reservoir water and later river water from further away.",CC BY-SA 4.0,wikipedia-en
Q106416269,en,Varthur,https://en.wikipedia.org/wiki/Varthur,"Varthuru is a suburb situated in the Eastern periphery of Bangalore City and part of the internationally famous Whitefield township. Varthur is a Hobli and part of the Bruhat Bangalore Mahanagara Palike. Varthur was a Legislative Assembly in the state of Karnataka but was split into three legislative assemblies C.V.Raman Nagar, Mahadevapura and Krishnarajapura in the year 2008. It is also one of the wards of BBMP. It is located in South-Eastern Bangalore between old Airport road and Sarjapur road. Varthur is very close to ITPB.",CC BY-SA 4.0,wikipedia-en
Q107639021,en,Lakes in Bengaluru,https://en.wikipedia.org/wiki/Lakes_in_Bengaluru,"Lakes and tanks in the metropolitan area of Greater Bangalore and the district of Bangalore Urban are reservoirs of varying sizes constructed over a number of centuries by various empires and dynasties for rainwater harvesting. Historically, these reservoirs were primarily either irrigation tanks or for the water supply, with secondary uses such as bathing and washing. The need for creating and sustaining these man-made dammed freshwater reservoirs was created by the absence of a major river nearby coupled with a growing settlement. As Bangalore grew from a small settlement into a city, both of the primary historical uses of the tanks changed. Agricultural land witnessed urbanization and alternate sources of water were provisioned, such as through borewells, piped reservoir water and later river water from further away.",CC BY-SA 4.0,wikipedia-en
Q107639034,en,Lakes in Bengaluru,https://en.wikipedia.org/wiki/Lakes_in_Bengaluru,"Lakes and tanks in the metropolitan area of Greater Bangalore and the district of Bangalore Urban are reservoirs of varying sizes constructed over a number of centuries by various empires and dynasties for rainwater harvesting. Historically, these reservoirs were primarily either irrigation tanks or for the water supply, with secondary uses such as bathing and washing. The need for creating and sustaining these man-made dammed freshwater reservoirs was created by the absence of a major river nearby coupled with a growing settlement. As Bangalore grew from a small settlement into a city, both of the primary historical uses of the tanks changed. Agricultural land witnessed urbanization and alternate sources of water were provisioned, such as through borewells, piped reservoir water and later river water from further away.",CC BY-SA 4.0,wikipedia-en
Q107639060,en,Lakes in Bengaluru,https://en.wikipedia.org/wiki/Lakes_in_Bengaluru,"Lakes and tanks in the metropolitan area of Greater Bangalore and the district of Bangalore Urban are reservoirs of varying sizes constructed over a number of centuries by various empires and dynasties for rainwater harvesting. Historically, these reservoirs were primarily either irrigation tanks or for the water supply, with secondary uses such as bathing and washing. The need for creating and sustaining these man-made dammed freshwater reservoirs was created by the absence of a major river nearby coupled with a growing settlement. As Bangalore grew from a small settlement into a city, both of the primary historical uses of the tanks changed. Agricultural land witnessed urbanization and alternate sources of water were provisioned, such as through borewells, piped reservoir water and later river water from further away.",CC BY-SA 4.0,wikipedia-en
Q107645662,en,Rachenahalli Lake,https://en.wikipedia.org/wiki/Rachenahalli_Lake,"Rachenahalli Lake is a lake in Bangalore, India. It is located in Thanisandra in North Bangalore. It is about 1.4km from Amruthahalli police station.",CC BY-SA 4.0,wikipedia-en
Q141285008,en,Dharmambudhi Lake,https://en.wikipedia.org/wiki/Dharmambudhi_Lake,"Dharmambudhi Lake, also known as Dharmambudhi Tank, was a historic water reservoir in central Bengaluru, India. It was one of the principal sources of water for the city's Pete area from at least the 16th century through the 19th century. The reservoir was drained in the early 20th century, and its former bed was filled in during the early 1960s for construction of the city's central bus terminus, now the Kempegowda Bus Station.",CC BY-SA 4.0,wikipedia-en
